case_id,category,word,context,note,candidate,pos,model,score,rank,is_expected,top_candidate,top_is_expected,best_expected_rank,reciprocal_rank,expected_margin,error,error_message,latency_first_ms,latency_mean_ms,latency_min_ms,latency_p95_ms,repeats,model_load_seconds,embedding_dimension,max_sequence_length,parameter_count
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,attack,n,MPNet,0.5870561003684998,3,False,battery power,True,1,1.0,0.18318653106689453,False,,101.75095699923986,97.23110600007203,94.83663800074282,100.88151659947471,5,1.3935998030001429,768,384,109486464
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,accusation,n,MPNet,0.5499160289764404,4,False,battery power,True,1,1.0,0.18318653106689453,False,,101.75095699923986,97.23110600007203,94.83663800074282,100.88151659947471,5,1.3935998030001429,768,384,109486464
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,fast,adj,MPNet,0.9755155444145203,1,True,fast,True,1,1.0,0.1020168662071228,False,,100.820076000673,93.68837240035646,86.78802300073585,100.80883640057436,5,1.3935998030001429,768,384,109486464
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,prompt,adj,MPNet,0.9281809329986572,2,True,fast,True,1,1.0,0.1020168662071228,False,,100.820076000673,93.68837240035646,86.78802300073585,100.80883640057436,5,1.3935998030001429,768,384,109486464
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,slow,adj,MPNet,0.8734986782073975,3,False,fast,True,1,1.0,0.1020168662071228,False,,100.820076000673,93.68837240035646,86.78802300073585,100.80883640057436,5,1.3935998030001429,768,384,109486464
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,clever,adj,MPNet,0.8463654518127441,4,False,fast,True,1,1.0,0.1020168662071228,False,,100.820076000673,93.68837240035646,86.78802300073585,100.80883640057436,5,1.3935998030001429,768,384,109486464
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,big,adj,MPNet,0.9904745817184448,1,True,big,True,1,1.0,0.02649974822998047,False,,114.372335000553,100.42442020003364,94.33353099939268,111.3542288005192,5,1.3935998030001429,768,384,109486464
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,substantial,adj,MPNet,0.983060896396637,2,True,big,True,1,1.0,0.02649974822998047,False,,114.372335000553,100.42442020003364,94.33353099939268,111.3542288005192,5,1.3935998030001429,768,384,109486464
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,lengthy,adj,MPNet,0.9639748334884644,3,False,big,True,1,1.0,0.02649974822998047,False,,114.372335000553,100.42442020003364,94.33353099939268,111.3542288005192,5,1.3935998030001429,768,384,109486464
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,tiny,adj,MPNet,0.7414799928665161,4,False,big,True,1,1.0,0.02649974822998047,False,,114.372335000553,100.42442020003364,94.33353099939268,111.3542288005192,5,1.3935998030001429,768,384,109486464
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",joyful,adj,MPNet,0.6739755272865295,1,True,joyful,True,1,1.0,0.1750744879245758,False,,67.81517599938525,59.259831399867835,56.59067899978254,65.945350799484,5,1.3935998030001429,768,384,109486464
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",sad,adj,MPNet,0.49890103936195374,2,False,joyful,True,1,1.0,0.1750744879245758,False,,67.81517599938525,59.259831399867835,56.59067899978254,65.945350799484,5,1.3935998030001429,768,384,109486464
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",angry,adj,MPNet,0.46923065185546875,3,False,joyful,True,1,1.0,0.1750744879245758,False,,67.81517599938525,59.259831399867835,56.59067899978254,65.945350799484,5,1.3935998030001429,768,384,109486464
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",content,adj,MPNet,0.26444295048713684,4,True,joyful,True,1,1.0,0.1750744879245758,False,,67.81517599938525,59.259831399867835,56.59067899978254,65.945350799484,5,1.3935998030001429,768,384,109486464
animal_cat,basic synonym,cat,The cat sat on the mat.,A direct synonym should beat a related but narrower word and an unrelated animal.,feline,n,BGE,0.9579848051071167,1,True,feline,True,1,1.0,0.027334511280059814,False,,110.84443100025965,103.26474360008433,96.85551100028533,110.36956240022846,5,1.398486829999456,768,512,109482240
animal_cat,basic synonym,cat,The cat sat on the mat.,A direct synonym should beat a related but narrower word and an unrelated animal.,kitten,n,BGE,0.9306502938270569,2,False,feline,True,1,1.0,0.027334511280059814,False,,110.84443100025965,103.26474360008433,96.85551100028533,110.36956240022846,5,1.398486829999456,768,512,109482240
animal_cat,basic synonym,cat,The cat sat on the mat.,A direct synonym should beat a related but narrower word and an unrelated animal.,dog,n,BGE,0.8237802982330322,3,False,feline,True,1,1.0,0.027334511280059814,False,,110.84443100025965,103.26474360008433,96.85551100028533,110.36956240022846,5,1.398486829999456,768,512,109482240
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,shore,n,BGE,0.9533460140228271,1,True,shore,True,1,1.0,0.024069666862487793,False,,150.2603420003652,128.30161179990682,120.30278899965197,144.97011800012842,5,1.398486829999456,768,512,109482240
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,depository,n,BGE,0.9292763471603394,2,False,shore,True,1,1.0,0.024069666862487793,False,,150.2603420003652,128.30161179990682,120.30278899965197,144.97011800012842,5,1.398486829999456,768,512,109482240
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,levee,n,BGE,0.9047448635101318,3,False,shore,True,1,1.0,0.024069666862487793,False,,150.2603420003652,128.30161179990682,120.30278899965197,144.97011800012842,5,1.398486829999456,768,512,109482240
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,fund,n,BGE,0.9047328233718872,4,False,shore,True,1,1.0,0.024069666862487793,False,,150.2603420003652,128.30161179990682,120.30278899965197,144.97011800012842,5,1.398486829999456,768,512,109482240
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,lender,n,BGE,0.9797287583351135,1,True,lender,True,1,1.0,0.037677884101867676,False,,126.35093000062625,123.07963500043115,104.76523900069878,136.75977980037715,5,1.398486829999456,768,512,109482240
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,financial institution,n,BGE,0.9756457805633545,2,True,lender,True,1,1.0,0.037677884101867676,False,,126.35093000062625,123.07963500043115,104.76523900069878,136.75977980037715,5,1.398486829999456,768,512,109482240
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,shore,n,BGE,0.9420508742332458,3,False,lender,True,1,1.0,0.037677884101867676,False,,126.35093000062625,123.07963500043115,104.76523900069878,136.75977980037715,5,1.398486829999456,768,512,109482240
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,embankment,n,BGE,0.9279053211212158,4,False,lender,True,1,1.0,0.037677884101867676,False,,126.35093000062625,123.07963500043115,104.76523900069878,136.75977980037715,5,1.398486829999456,768,512,109482240
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,sundown,n,BGE,0.9616849422454834,1,True,sundown,True,1,1.0,0.0016624927520751953,False,,126.82072799998423,112.18806880006014,107.35283800022444,123.42963060000329,5,1.398486829999456,768,512,109482240
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,sunrise,n,BGE,0.9600224494934082,2,False,sundown,True,1,1.0,0.0016624927520751953,False,,126.82072799998423,112.18806880006014,107.35283800022444,123.42963060000329,5,1.398486829999456,768,512,109482240
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,dusk,n,BGE,0.9579041004180908,3,True,sundown,True,1,1.0,0.0016624927520751953,False,,126.82072799998423,112.18806880006014,107.35283800022444,123.42963060000329,5,1.398486829999456,768,512,109482240
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,nightfall,n,BGE,0.9206469655036926,4,False,sundown,True,1,1.0,0.0016624927520751953,False,,126.82072799998423,112.18806880006014,107.35283800022444,123.42963060000329,5,1.398486829999456,768,512,109482240
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,luminous,adj,BGE,0.9641267657279968,1,False,luminous,False,3,0.3333333333333333,-0.019383132457733154,False,,113.12361500040424,98.11277740009245,93.09806100009155,109.85878400024376,5,1.398486829999456,768,512,109482240
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,shiny,adj,BGE,0.9545793533325195,2,False,luminous,False,3,0.3333333333333333,-0.019383132457733154,False,,113.12361500040424,98.11277740009245,93.09806100009155,109.85878400024376,5,1.398486829999456,768,512,109482240
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,intelligent,adj,BGE,0.9447436332702637,3,True,luminous,False,3,0.3333333333333333,-0.019383132457733154,False,,113.12361500040424,98.11277740009245,93.09806100009155,109.85878400024376,5,1.398486829999456,768,512,109482240
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,dull,adj,BGE,0.870802640914917,4,False,luminous,False,3,0.3333333333333333,-0.019383132457733154,False,,113.12361500040424,98.11277740009245,93.09806100009155,109.85878400024376,5,1.398486829999456,768,512,109482240
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,radiant,adj,BGE,0.9654024839401245,1,True,radiant,True,1,1.0,0.021920323371887207,False,,106.47600599986617,91.31908880008268,86.17090200004895,103.2396181999502,5,1.398486829999456,768,512,109482240
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,luminous,adj,BGE,0.9633130431175232,2,True,radiant,True,1,1.0,0.021920323371887207,False,,106.47600599986617,91.31908880008268,86.17090200004895,103.2396181999502,5,1.398486829999456,768,512,109482240
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,intelligent,adj,BGE,0.9434821605682373,3,False,radiant,True,1,1.0,0.021920323371887207,False,,106.47600599986617,91.31908880008268,86.17090200004895,103.2396181999502,5,1.398486829999456,768,512,109482240
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,dim,adj,BGE,0.9268122911453247,4,False,radiant,True,1,1.0,0.021920323371887207,False,,106.47600599986617,91.31908880008268,86.17090200004895,103.2396181999502,5,1.398486829999456,768,512,109482240
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,computer mouse,n,BGE,0.9934704303741455,1,True,computer mouse,True,1,1.0,0.043920814990997314,False,,119.70122599996103,104.65394180009753,97.80044400031329,116.28855660001136,5,1.398486829999456,768,512,109482240
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,pointer,n,BGE,0.9548330307006836,2,True,computer mouse,True,1,1.0,0.043920814990997314,False,,119.70122599996103,104.65394180009753,97.80044400031329,116.28855660001136,5,1.398486829999456,768,512,109482240
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,keyboard,n,BGE,0.9495496153831482,3,False,computer mouse,True,1,1.0,0.043920814990997314,False,,119.70122599996103,104.65394180009753,97.80044400031329,116.28855660001136,5,1.398486829999456,768,512,109482240
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,rodent,n,BGE,0.8903024792671204,4,False,computer mouse,True,1,1.0,0.043920814990997314,False,,119.70122599996103,104.65394180009753,97.80044400031329,116.28855660001136,5,1.398486829999456,768,512,109482240
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,computer mouse,n,BGE,0.9519402384757996,1,False,computer mouse,False,2,0.5,-0.009936630725860596,False,,125.5536859998756,112.51461779993406,103.69278699999995,123.8355617999332,5,1.398486829999456,768,512,109482240
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,rodent,n,BGE,0.942003607749939,2,True,computer mouse,False,2,0.5,-0.009936630725860596,False,,125.5536859998756,112.51461779993406,103.69278699999995,123.8355617999332,5,1.398486829999456,768,512,109482240
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,rat,n,BGE,0.9130181670188904,3,True,computer mouse,False,2,0.5,-0.009936630725860596,False,,125.5536859998756,112.51461779993406,103.69278699999995,123.8355617999332,5,1.398486829999456,768,512,109482240
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,pointer,n,BGE,0.8966403007507324,4,False,computer mouse,False,2,0.5,-0.009936630725860596,False,,125.5536859998756,112.51461779993406,103.69278699999995,123.8355617999332,5,1.398486829999456,768,512,109482240
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,accusation,n,BGE,0.9764494299888611,1,True,accusation,True,1,1.0,0.047535240650177,False,,102.10960400036129,95.29077819988743,90.93259299970669,101.20628340027906,5,1.398486829999456,768,512,109482240
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,attack,n,BGE,0.9289141893386841,2,False,accusation,True,1,1.0,0.047535240650177,False,,102.10960400036129,95.29077819988743,90.93259299970669,101.20628340027906,5,1.398486829999456,768,512,109482240
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,fee,n,BGE,0.9192428588867188,3,False,accusation,True,1,1.0,0.047535240650177,False,,102.10960400036129,95.29077819988743,90.93259299970669,101.20628340027906,5,1.398486829999456,768,512,109482240
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,electrical load,n,BGE,0.8611434102058411,4,False,accusation,True,1,1.0,0.047535240650177,False,,102.10960400036129,95.29077819988743,90.93259299970669,101.20628340027906,5,1.398486829999456,768,512,109482240
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,fee,n,BGE,0.9255172610282898,1,False,fee,False,2,0.5,-0.029123783111572266,False,,115.77835699972638,101.59058999997796,94.87138999975286,112.86720839980262,5,1.398486829999456,768,512,109482240
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,battery power,n,BGE,0.8963934779167175,2,True,fee,False,2,0.5,-0.029123783111572266,False,,115.77835699972638,101.59058999997796,94.87138999975286,112.86720839980262,5,1.398486829999456,768,512,109482240
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,accusation,n,BGE,0.892973780632019,3,False,fee,False,2,0.5,-0.029123783111572266,False,,115.77835699972638,101.59058999997796,94.87138999975286,112.86720839980262,5,1.398486829999456,768,512,109482240
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,attack,n,BGE,0.8569039106369019,4,False,fee,False,2,0.5,-0.029123783111572266,False,,115.77835699972638,101.59058999997796,94.87138999975286,112.86720839980262,5,1.398486829999456,768,512,109482240
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,fast,adj,BGE,0.9699972867965698,1,True,fast,True,1,1.0,0.07002091407775879,False,,103.96533000039199,91.42365360003168,85.67156899971451,101.32227260037325,5,1.398486829999456,768,512,109482240
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,prompt,adj,BGE,0.9524437189102173,2,True,fast,True,1,1.0,0.07002091407775879,False,,103.96533000039199,91.42365360003168,85.67156899971451,101.32227260037325,5,1.398486829999456,768,512,109482240
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,clever,adj,BGE,0.899976372718811,3,False,fast,True,1,1.0,0.07002091407775879,False,,103.96533000039199,91.42365360003168,85.67156899971451,101.32227260037325,5,1.398486829999456,768,512,109482240
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,slow,adj,BGE,0.8381396532058716,4,False,fast,True,1,1.0,0.07002091407775879,False,,103.96533000039199,91.42365360003168,85.67156899971451,101.32227260037325,5,1.398486829999456,768,512,109482240
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,big,adj,BGE,0.9889286756515503,1,True,big,True,1,1.0,0.003373384475708008,False,,112.37907799932145,102.24727719996736,97.576952000054,110.31183199957013,5,1.398486829999456,768,512,109482240
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,lengthy,adj,BGE,0.9855552911758423,2,False,big,True,1,1.0,0.003373384475708008,False,,112.37907799932145,102.24727719996736,97.576952000054,110.31183199957013,5,1.398486829999456,768,512,109482240
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,substantial,adj,BGE,0.985236644744873,3,True,big,True,1,1.0,0.003373384475708008,False,,112.37907799932145,102.24727719996736,97.576952000054,110.31183199957013,5,1.398486829999456,768,512,109482240
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,tiny,adj,BGE,0.894501268863678,4,False,big,True,1,1.0,0.003373384475708008,False,,112.37907799932145,102.24727719996736,97.576952000054,110.31183199957013,5,1.398486829999456,768,512,109482240
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",joyful,adj,BGE,0.8062117695808411,1,True,joyful,True,1,1.0,0.15481656789779663,False,,73.14526699974522,60.89203940027801,55.87218800064875,70.42954999978974,5,1.398486829999456,768,512,109482240
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",sad,adj,BGE,0.6513952016830444,2,False,joyful,True,1,1.0,0.15481656789779663,False,,73.14526699974522,60.89203940027801,55.87218800064875,70.42954999978974,5,1.398486829999456,768,512,109482240
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",angry,adj,BGE,0.6491444110870361,3,False,joyful,True,1,1.0,0.15481656789779663,False,,73.14526699974522,60.89203940027801,55.87218800064875,70.42954999978974,5,1.398486829999456,768,512,109482240
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",content,adj,BGE,0.5550094246864319,4,True,joyful,True,1,1.0,0.15481656789779663,False,,73.14526699974522,60.89203940027801,55.87218800064875,70.42954999978974,5,1.398486829999456,768,512,109482240
